"POLY_ID","GG_ID","PERCENT_merged"
838002,6,100
838003,7,89
838004,7,100
838005,6,95
838006,7,93
838007,6,90
838008,6,97
838009,6,72
838010,6,90
838011,6,82
838012,6,91
838013,6,96
838014,16,43
838015,6,32
838016,7,74
838017,6,48
839001,7,88
839002,7,82
840001,7,97
840002,7,90
840003,7,60
841001,8,32
841002,7,62
843001,7,83
843002,13,57
843003,7,100
843004,7,67
844001,7,60
844002,7,78
844003,7,62
846001,7,45
846002,14,57
846003,7,59
846004,14,54
846005,7,46
847001,7,67
847002,7,87
847003,13,52
848001,13,74
848002,7,100
849001,7,77
849002,13,60
849003,7,82
849004,31,90
849005,31,85
849006,31,100
849007,7,74
849008,31,100
849009,31,98
849010,7,66
850001,24,100
850002,24,57
850003,7,55
850004,7,79
850005,7,61
851001,14,60
851002,7,78
851003,24,62
852001,31,53
852002,7,93
852003,7,85
852004,7,90
852005,7,93
853001,7,78
854001,8,72
854002,8,64
855001,8,80
855002,8,70
944020,4,45
944022,23,95
944023,23,70
944024,23,90
944027,23,40
944029,23,40
944031,23,70
944039,23,85
950010,14,60
950016,2,85
950017,2,100
950019,23,60
950034,2,30
951012,23,50
955001,23,60
955006,23,70
955009,23,100
955015,23,100
955026,23,90
955030,4,70
955037,23,95
955041,23,100
955042,4,75
956001,23,95
956003,23,75
956004,4,50
956005,23,70
956007,23,60
956009,4,60
956010,4,90
956013,4,90
956015,4,85
956016,4,100
956017,4,85
956018,4,85
956019,4,80
956020,4,95
956021,4,55
956022,4,85
956023,4,60
956024,12,40
956025,4,70
956026,3,70
956027,4,70
956028,3,70
957008,23,70
957011,4,80
957012,4,65
957014,4,85
957015,4,80
957017,4,75
957018,4,80
958001,23,75
958003,23,85
958006,23,70
958009,22,80
958011,23,100
959001,22,50
959002,23,75
959004,13,80
959005,22,50
959006,18,35
959007,14,80
959008,14,50
959009,13,30
959010,23,75
959011,17,60
959012,13,50
959013,23,45
959014,14,45
959015,23,70
959016,22,45
959017,23,30
959018,23,90
959019,2,40
959020,23,95
959021,23,65
959022,13,40
959023,23,100
959024,14,30
959025,14,70
959026,1,30
959027,23,100
959028,23,85
960001,23,70
962021,23,60
968013,2,50
969001,16,85
969004,24,60
969006,16,80
969007,24,55
969008,16,70
969012,16,50
969013,16,70
969014,4,75
969016,2,30
969019,16,70
970004,24,65
971001,16,50
972001,16,65
972002,23,45
972003,16,80
972004,16,80
972005,16,60
972006,23,60
972008,16,70
972010,16,70
972013,16,45
972014,16,65
972017,16,50
972018,16,80
972022,16,60
972026,16,80
972028,16,90
972029,16,85
972033,16,50
973014,16,70
974027,16,75
974034,4,65
974035,16,45
974037,16,70
974038,16,75
974039,16,70
974040,16,50
976001,16,60
976002,16,80
976004,16,100
976005,16,70
976008,16,40
976011,16,70
976012,16,85
976013,16,60
976014,16,60
976015,16,60
976016,16,70
976017,16,80
976019,16,90
977006,13,50
977010,2,50
977015,16,55
978001,2,50
978002,16,70
978004,16,80
978006,16,70
978007,16,50
978008,8,55
978009,2,50
978010,16,50
978014,16,90
978020,16,95
978022,16,75
978023,16,95
978024,2,60
978025,2,70
978026,2,45
978027,2,45
978030,2,40
979002,16,50
979003,2,50
979004,6,40
979005,16,45
979007,16,35
980012,23,75
980051,4,50
981011,16,80
981014,18,40
982010,16,85
982016,16,90
982021,16,85
982022,16,90
982024,4,60
982025,16,80
982026,16,90
982027,4,95
982028,16,85
982029,16,85
982030,16,65
982034,16,50
982035,24,65
982036,16,70
982038,16,80
982039,16,60
982040,16,60
982041,16,75
982042,18,50
982043,16,90
982044,16,70
982045,16,65
982046,16,85
982047,16,75
982048,4,60
982049,16,80
982050,2,75
982051,16,100
982054,16,90
986006,16,75
988012,16,65
988014,4,40
988015,16,70
988016,16,55
988018,16,65
988019,16,75
989007,2,80
990002,4,90
990013,4,80
990015,4,70
990016,4,75
990020,24,60
990022,4,65
990026,4,70
990031,4,85
991001,4,100
991002,4,80
991003,23,55
991004,4,55
991005,4,85
991006,4,50
991008,23,70
991011,14,100
991013,4,50
991014,16,70
991016,23,50
992002,2,80
992005,2,70
992006,23,70
995006,2,30
995024,23,70
996003,4,60
996006,4,90
996009,4,70
996010,16,70
996011,2,70
996012,16,90
997001,4,40
997002,4,50
997004,25,30
997005,25,30
997006,4,50
997007,4,40
997008,2,30
997009,2,40
997010,4,30
997011,2,60
997012,16,50
997013,2,60
997014,2,80
998001,16,70
998002,16,70
999001,2,90
999002,2,90
999003,2,60
999004,2,40
999005,4,20
999006,4,20
999007,2,60
999008,2,30
999009,2,90
999010,2,90
999011,2,80
999012,2,30
999013,2,40
999014,2,90
999015,4,20
999016,2,90
999017,2,50
999018,2,30
999019,2,50
999020,2,100
999021,2,50
999022,2,50
999023,2,10
999024,2,40
999025,2,50
999026,2,20
999027,2,40
999028,2,30
1000001,2,10
1000002,2,20
1000003,2,90
1001009,2,65
1001010,16,50
1001012,7,50
1001016,2,70
1002020,2,70
1004001,16,70
1004005,16,45
1004013,16,100
1004014,16,80
1004015,2,50
1004016,23,60
1004017,16,35
1004018,16,85
1004019,24,30
1004020,16,65
1004021,16,50
1004022,16,70
1004023,2,60
1004025,16,60
1004026,16,75
1004027,16,60
1004030,16,70
1004031,16,60
1005001,5,50
1005002,2,70
1005003,5,90
1005004,8,60
1005005,2,70
1005006,2,65
1005007,2,60
1005008,7,55
1005009,2,55
1005010,7,55
1005011,5,70
1005012,16,50
1005013,5,75
1005014,2,70
1005015,5,60
1005016,5,85
1005017,5,80
1005018,6,40
1005019,2,45
1006001,16,40
1006002,2,40
1006004,16,50
1006006,16,60
1006007,7,55
1006009,6,50
1006011,4,40
1006014,16,60
1006018,16,50
1006020,2,90
1006022,16,70
1006023,6,65
1006024,7,75
1006025,24,40
1006026,7,40
1006027,6,65
1006029,16,80
1007001,2,75
1007002,16,50
1007003,2,45
1007004,16,40
1007005,16,40
1007006,7,80
1007007,7,75
1007008,7,60
1007009,2,50
1007010,8,40
1007011,2,95
1007012,6,50
1007013,16,50
1007014,2,75
1007015,13,60
1007016,2,100
1007017,2,25
1007018,2,80
1007019,2,80
1007020,5,50
1007021,5,80
1007022,2,70
1008001,16,50
1008003,16,60
1008004,24,40
1008005,7,95
1008006,16,60
1008008,16,80
1008009,16,50
1008011,2,60
1008014,2,50
1008016,2,65
1008019,4,50
1008020,2,65
1008021,4,40
1008022,2,50
1009007,2,60
1009008,4,40
1009011,2,60
1009013,6,35
1009014,6,60
1009017,2,55
1009018,24,35
1010001,2,60
1010002,5,50
1010003,2,70
1010004,5,40
1010005,2,50
1011001,2,100
1011002,2,30
1011003,16,75
1011004,6,40
1012002,4,100
1012008,2,60
1012013,4,90
1012014,4,75
1012020,4,55
1012021,23,75
1012022,16,40
1013004,16,40
1013008,16,35
1013009,16,50
1013010,4,75
1014002,2,60
1015001,14,70
1015002,16,50
1015003,2,45
1015004,2,60
1015005,2,100
1015006,2,100
1015008,2,65
1015009,16,50
1015011,2,100
1015012,6,60
1015013,2,75
1015014,2,65
1015015,16,50
1015016,2,60
1015018,2,65
1016001,2,40
1016002,7,50
1016003,7,50
1017002,4,20
1017004,16,50
1017006,23,80
1017007,16,55
1017008,16,65
1017009,23,80
1017012,16,35
1017024,2,40
1017025,2,50
1017026,16,40
1018001,7,90
1018002,8,40
1018003,16,60
1018004,16,50
1018005,16,40
1018006,2,60
1018007,7,80
1018008,4,50
1019001,16,30
1019002,16,40
1019004,16,20
9593001,7,70
9593002,16,50
9607001,16,40
9607002,12,40
9607003,18,60
9607004,16,40
9607005,18,70
9607006,16,40
9608001,18,60
9608002,7,70
9608003,18,60
9609001,16,70
9609002,18,50
9609003,16,80
9609004,7,70
9609005,4,50
9609006,18,50
9687001,8,50
9687002,2,40
9687003,16,90
9687004,16,90
9687005,16,50
9687006,24,80
9687007,16,70
9687008,16,70
9687009,7,60
9687010,8,80
9687011,16,60
9787001,6,65
9787002,24,95
9787003,6,85
9787004,5,80
